Commit_Message,Release_Notes,Pull_Request_Title,Successful_Builds_per_Day,Code_Coverage,Time_to_Resolve_Issues,Average_Time_to_Merge,Code_Complexity,Rating
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,80,24,3,7,4194345.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,84,12,2,8,1070.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,85,11,1,7,558.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,89,29,2,5,134217773.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,73,26,7,7,16777258.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,79,29,10,5,134217774.79999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,73,21,6,7,524328.3999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,71,17,2,7,32807.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,94,8,10,7,112.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,72,14,10,5,4138.900000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,82,14,6,7,4138.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,83,2,2,7,47.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,72,19,5,7,131115.65000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,82,4,8,5,48.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,95,15,4,7,8238.900000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,71,21,4,8,524330.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,94,6,8,5,64.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,86,3,5,8,50.64999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,84,10,6,8,300.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,91,9,4,8,172.40000000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,72,12,4,7,1064.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,82,23,2,6,2097199.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,90,4,3,6,53.250000000000014
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,73,4,6,6,47.300000000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,82,30,10,7,268435500.59999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,73,27,7,8,33554475.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,88,24,3,8,4194352.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,92,7,10,6,77.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,83,27,3,7,33554476.550000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,93,4,5,7,48.75000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,88,10,10,5,304.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,76,5,6,7,52.000000000000014
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,71,2,10,6,43.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,83,29,4,8,134217773.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,95,14,3,5,4140.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,75,1,1,6,43.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,84,6,9,6,58.849999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,70,2,2,6,42.199999999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,85,16,9,6,16431.249999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,76,17,4,7,32808.99999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,94,27,1,7,33554479.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,80,12,9,5,1069.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,85,12,4,6,1072.3999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,93,14,3,7,4142.049999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,72,15,6,8,8236.099999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,77,5,5,5,51.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,94,20,10,7,262193.10000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,85,5,6,6,51.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,73,15,4,5,8237.800000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,80,25,2,6,8388651.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,76,22,6,5,1048620.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,87,29,8,7,134217772.39999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,87,15,10,6,8240.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,87,3,3,5,44.85000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,92,10,8,6,304.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,93,14,2,7,4145.700000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,86,29,4,7,134217774.59999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,94,1,7,6,49.050000000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,85,24,8,6,4194350.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,84,27,2,6,33554479.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,88,1,3,5,45.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,72,6,7,8,59.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,74,22,7,7,1048618.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,82,30,9,5,268435499.65000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,78,16,4,6,16428.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,84,6,8,6,61.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,73,5,7,6,54.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,87,19,1,5,131114.55000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,95,13,4,6,2092.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,88,6,10,6,61.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,83,17,9,6,32814.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,91,7,10,7,81.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,71,29,9,5,134217769.14999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,93,1,8,8,47.599999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,88,9,2,5,171.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,81,11,4,6,558.4000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,75,23,2,5,2097194.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,90,30,5,5,268435500.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,95,11,5,5,561.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,76,29,10,7,134217774.99999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,86,2,10,7,49.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,91,16,3,5,16432.649999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,84,12,5,5,1071.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,73,4,3,6,43.85000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,94,25,10,7,8388655.799999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,94,6,2,7,62.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,92,15,7,5,8237.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,94,5,7,5,54.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,73,15,8,6,8237.900000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,84,17,6,5,32815.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,72,17,1,7,32809.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,77,28,7,6,67108907.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,85,29,3,5,134217772.14999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,87,11,1,5,558.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,78,22,8,5,1048621.0999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,80,15,10,8,8234.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,82,24,1,7,4194346.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,81,29,4,8,134217774.29999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,71,11,5,7,557.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,82,28,6,6,67108906.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,91,16,1,6,16430.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,93,3,6,7,51.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,76,10,6,8,301.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,72,26,10,7,16777259.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,70,30,7,8,268435502.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,89,11,7,8,560.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,83,12,7,7,1071.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,86,18,5,8,65581.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,75,9,2,5,169.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,84,23,7,5,2097196.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,73,5,3,5,53.75000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,78,17,10,7,32814.49999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,93,25,1,5,8388657.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,82,14,3,5,4138.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,87,7,9,7,81.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,79,28,3,5,67108907.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,81,18,1,5,65582.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,91,11,9,6,558.1500000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,73,2,8,5,43.60000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,90,30,1,6,268435498.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,94,10,3,6,304.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,70,5,10,7,51.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,95,9,3,7,178.04999999999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,70,17,7,8,32812.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,83,7,10,7,79.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,75,14,3,7,4140.849999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,89,18,9,8,65583.35000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,87,3,4,6,49.60000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,89,5,4,8,53.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,79,30,10,6,268435501.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,86,24,10,8,4194348.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,91,14,10,5,4145.700000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,72,2,3,8,42.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,91,27,5,6,33554478.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,77,22,1,6,1048620.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,80,3,3,8,43.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,85,10,1,8,300.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,81,30,8,5,268435498.09999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,72,2,4,7,41.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,77,18,5,5,65582.84999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,85,24,4,5,4194349.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,92,17,8,5,32818.299999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,85,10,1,6,303.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,80,18,9,6,65578.75000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,74,1,6,7,46.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,73,22,7,6,1048620.9500000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,86,14,2,6,4138.800000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,88,17,3,6,32815.34999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,89,30,3,8,268435504.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,76,22,9,8,1048617.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,70,5,7,5,47.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,83,23,6,8,2097198.6999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,79,8,6,6,107.30000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,74,26,1,5,16777260.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,75,27,4,6,33554474.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,77,20,6,6,262189.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,83,18,5,6,65581.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,82,5,6,8,54.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,86,7,4,8,74.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,85,24,2,7,4194350.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,79,20,4,5,262187.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,85,5,10,5,51.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,92,20,3,8,262191.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,94,9,7,8,174.25000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,76,12,5,8,1065.7499999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,92,1,3,8,45.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,95,23,3,5,2097196.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,70,26,3,5,16777259.049999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,71,20,8,8,262185.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,74,20,6,7,262186.10000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,77,18,10,5,65578.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,82,29,4,5,134217774.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,81,10,8,7,303.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,82,22,6,7,1048621.1999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,83,13,2,8,2093.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,86,3,10,7,51.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,84,17,5,8,32813.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,94,24,6,6,4194350.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,71,20,7,8,262189.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,74,13,3,8,2089.1499999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,81,26,5,6,16777259.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,81,28,4,6,67108908.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,93,12,1,6,1068.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,87,24,8,6,4194350.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,94,30,4,7,268435505.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,78,29,4,5,134217769.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,94,15,2,5,8239.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,81,12,10,8,1072.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,84,27,3,6,33554479.35000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,83,8,10,8,109.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,88,29,6,7,134217773.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,93,13,9,7,2093.6499999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,79,4,7,7,48.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,86,30,4,8,268435503.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,92,13,6,5,2095.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,83,22,4,8,1048618.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,86,14,4,8,4139.300000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,94,17,6,6,32815.799999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,91,28,10,5,67108914.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,89,3,2,8,46.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,74,20,1,8,262184.55000000005
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,84,9,7,5,175.85000000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,95,16,5,8,16430.149999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,91,19,5,6,131115.75000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,92,2,1,6,50.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,73,2,8,7,42.000000000000014
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,81,12,1,5,1069.5500000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,89,18,2,7,65583.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,77,17,7,8,32813.25000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,73,6,1,7,57.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,86,7,5,6,75.54999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,89,30,4,7,268435501.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,78,4,4,5,49.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,94,10,8,8,301.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,82,1,2,8,47.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,92,29,9,7,134217774.44999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,89,10,1,7,304.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,89,18,3,5,65580.65000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,88,10,3,7,301.04999999999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,84,28,1,5,67108908.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,79,7,8,5,77.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,76,18,1,8,65581.65000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,92,6,9,8,62.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,88,2,4,6,50.00000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,76,24,5,7,4194345.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,79,10,10,6,298.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,94,3,10,5,47.599999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,92,24,8,7,4194352.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,77,4,2,8,48.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,94,16,1,7,16429.050000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,80,17,8,8,32815.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,84,7,10,6,75.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,76,12,2,5,1069.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,87,15,5,7,8238.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,81,5,3,8,54.94999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,88,13,6,8,2092.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,85,6,2,6,61.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,95,20,1,7,262188.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,84,25,2,7,8388652.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,76,8,10,7,111.20000000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,95,22,10,5,1048622.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,80,22,8,7,1048624.0999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,81,25,8,6,8388651.099999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,79,5,4,7,50.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,88,27,4,8,33554479.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,78,21,2,7,524332.3999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,78,25,2,6,8388654.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,87,26,5,7,16777263.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,75,10,2,8,299.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,86,24,1,8,4194349.350000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,92,29,9,6,134217774.04999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,88,4,10,6,48.50000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,89,23,1,6,2097199.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,95,2,6,7,47.599999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,81,5,5,5,54.94999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,77,21,1,6,524331.6499999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,95,17,9,5,32816.049999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,88,6,1,6,59.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,95,7,3,5,80.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,86,22,8,8,1048625.0999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,80,29,9,7,134217771.44999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,79,24,2,5,4194344.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,78,18,4,8,65578.70000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,86,4,7,7,49.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,73,9,8,6,170.09999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,70,13,5,8,2089.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,79,24,4,7,4194350.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,91,10,8,8,303.09999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,77,25,2,6,8388649.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,94,2,8,6,45.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,74,17,5,8,32813.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,89,22,5,7,1048622.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,94,25,3,8,8388655.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,94,11,4,6,559.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,95,12,1,5,1072.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,76,18,4,5,65582.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,80,2,3,6,47.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,75,18,10,8,65578.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,92,12,3,5,1068.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,83,28,2,7,67108911.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,75,5,8,6,52.599999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,82,5,4,5,51.20000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,78,12,1,6,1064.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,73,5,6,8,53.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,77,30,2,5,268435500.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,86,19,7,7,131115.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,80,8,2,6,104.99999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,74,22,2,5,1048616.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,95,21,5,8,524333.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,91,17,7,6,32816.549999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,86,20,4,8,262189.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,95,19,2,5,131117.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,93,17,1,6,32816.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,82,4,7,7,47.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,79,20,9,6,262188.54999999993
